기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2020.2/4	성북구	안암동	한국인	15,489	221	263	291	665	2,544	2,488	1,203	904	760	1,003	1,124	984	864	631	523	506	297	151	45	8	14
2020.2/4	성북구	안암동	외국인	1,612	15	13	7	63	767	381	140	78	43	21	37	26	14	1	5	-	-	-	-	-	1
2020.2/4	성북구	보문동	계	16,520	536	505	420	619	1,289	1,631	1,423	1,390	1,169	1,377	1,411	1,240	1,105	786	599	488	314	132	56	14	16
2020.2/4	성북구	보문동	한국인	16,156	524	495	416	607	1,222	1,584	1,371	1,360	1,142	1,360	1,379	1,218	1,083	779	596	488	314	132	56	14	16
2020.2/4	성북구	보문동	외국인	364	12	10	4	12	67	47	52	30	27	17	32	22	22	7	3	-	-	-	-	-	-
2020.2/4	성북구	정릉1동	계	19,261	666	845	840	1,023	1,345	1,192	1,226	1,569	1,550	1,819	1,528	1,372	1,244	942	783	631	409	186	67	12	12
2020.2/4	성북구	정릉1동	한국인	18,932	663	843	838	1,008	1,196	1,139	1,197	1,553	1,534	1,801	1,520	1,364	1,240	939	781	631	409	186	67	11	12
2020.2/4	성북구	정릉1동	외국인	329	3	2	2	15	149	53	29	16	16	18	8	8	4	3	2	-	-	-	-	1	-
2020.2/4	성북구	정릉2동	계	23,749	708	857	827	1,123	1,710	1,619	1,428	1,770	1,647	2,054	1,891	1,898	1,910	1,387	1,138	855	556	241	99	13	18
2020.2/4	성북구	정릉2동	한국인	23,526	708	855	826	1,119	1,626	1,589	1,404	1,756	1,636	2,043	1,881	1,889	1,898	1,382	1,136	853	554	241	99	13	18
2020.2/4	성북구	정릉2동	외국인	223	-	2	1	4	84	30	24	14	11	11	10	9	12	5	2	2	2	-	-	-	-
2020.2/4	성북구	정릉3동	계	17,035	374	338	393	762	2,413	1,727	1,149	932	898	1,179	1,234	1,166	1,213	958	794	707	480	193	95	20	10
2020.2/4	성북구	정릉3동	한국인	15,654	363	333	390	668	1,659	1,430	1,040	892	872	1,163	1,222	1,155	1,212	958	793	706	480	193	95	20	10
2020.2/4	성북구	정릉3동	외국인	1,381	11	5	3	94	754	297	109	40	26	16	12	11	1	-	1	1	-	-	-	-	-
2020.2/4	성북구	정릉4동	계	26,301	804	1,020	990	1,279	1,798	1,687	1,516	1,986	1,937	2,387	2,179	2,046	1,976	1,552	1,216	956	578	252	96	23	23
2020.2/4	성북구	정릉4동	한국인	25,946	802	1,017	988	1,264	1,653	1,620	1,490	1,964	1,930	2,372	2,157	2,029	1,970	1,549	1,216	955	577	251	96	23	23
2020.2/4	성북구	정릉4동	외국인	355	2	3	2	15	145	67	26	22	7	15	22	17	6	3	-	1	1	1	-	-	-
2020.2/4	성북구	길음1동	계	36,781	1,528	2,645	2,659	2,227	1,889	1,618	1,824	3,184	3,843	4,208	2,857	2,038	1,886	1,348	1,142	947	548	248	88	29	25
2020.2/4	성북구	길음1동	한국인	36,603	1,525	2,631	2,654	2,224	1,879	1,605	1,807	3,157	3,818	4,185	2,847	2,028	1,879	1,341	1,140	946	547	248	88	29	25
2020.2/4	성북구	길음1동	외국인	178	3	14	5	3	10	13	17	27	25	23	10	10	7	7	2	1	1	-	-	-	-
2020.2/4	성북구	길음2동	계	17,293	728	787	637	791	1,085	1,132	1,161	1,451	1,425	1,593	1,453	1,304	1,208	874	655	493	311	128	46	12	19
2020.2/4	성북구	길음2동	한국인	17,156	724	786	636	791	1,051	1,119	1,141	1,432	1,416	1,588	1,439	1,296	1,200	874	654	493	311	128	46	12	19
2020.2/4	성북구	길음2동	외국인	137	4	1	1	-	34	13	20	19	9	5	14	8	8	-	1	-	-	-	-	-	-
2020.2/4	성북구	월곡1동	계	27,304	916	1,281	1,324	1,340	1,479	1,628	1,578	2,114	2,189	2,548	2,254	2,077	1,997	1,511	1,141	1,004	573	231	70	23	26
2020.2/4	성북구	월곡1동	한국인	27,107	915	1,276	1,321	1,339	1,467	1,606	1,548	2,081	2,172	2,531	2,235	2,052	1,990	1,507	1,141	1,003	573	231	70	23	26
2020.2/4	성북구	월곡1동	외국인	197	1	5	3	1	12	22	30	33	17	17	19	25	7	4	-	1	-	-	-	-	-
2020.2/4	성북구	월곡2동	계	20,679	533	679	712	840	1,820	2,008	1,488	1,490	1,351	1,626	1,559	1,535	1,508	1,123	904	714	454	230	75	19	11
2020.2/4	성북구	월곡2동	한국인	20,130	502	665	708	834	1,727	1,873	1,390	1,425	1,321	1,604	1,533	1,524	1,500	1,120	903	714	453	229	75	19	11
2020.2/4	성북구	월곡2동	외국인	549	31	14	4	6	93	135	98	65	30	22	26	11	8	3	1	-	1	1	-	-	-
2020.2/4	성북구	장위1동	계	20,556	433	575	704	944	1,501	1,563	1,241	1,268	1,298	1,706	1,982	1,927	1,742	1,229	905	760	485	196	67	16	14
2020.2/4	성북구	장위1동	한국인	20,352	429	569	700	939	1,483	1,540	1,210	1,242	1,272	1,683	1,970	1,916	1,734	1,225	903	760	485	195	67	16	14
2020.2/4	성북구	장위1동	외국인	204	4	6	4	5	18	23	31	26	26	23	12	11	8	4	2	-	-	1	-	-	-
2020.2/4	성북구	장위2동	계	14,266	282	340	404	572	920	1,059	895	869	873	1,198	1,284	1,279	1,210	983	821	623	376	173	57	21	27
2020.2/4	성북구	장위2동	한국인	14,036	276	331	393	569	903	1,024	862	840	853	1,175	1,271	1,259	1,207	977	820	622	376	173	57	21	27
2020.2/4	성북구	장위2동	외국인	230	6	9	11	3	17	35	33	29	20	23	13	20	3	6	1	1	-	-	-	-	-
2020.2/4	성북구	장위3동	계	18,145	918	892	637	866	1,158	1,253	1,233	1,742	1,368	1,474	1,487	1,366	1,266	871	645	515	285	102	42	12	13
2020.2/4	성북구	장위3동	한국인	17,951	913	888	636	862	1,121	1,215	1,194	1,723	1,356	1,461	1,480	1,359	1,258	871	645	515	285	102	42	12	13
2020.2/4	성북구	장위3동	외국인	194	5	4	1	4	37	38	39	19	12	13	7	7	8	-	-	-	-	-	-	-	-
2020.2/4	성북구	성북동	계	17,528	380	479	546	753	1,245	1,610	1,407	1,258	1,205	1,521	1,484	1,346	1,202	856	737	680	444	226	98	37	14
2020.2/4	성북구	성북동	한국인	16,986	370	459	524	730	1,196	1,561	1,337	1,202	1,162	1,465	1,430	1,307	1,171	848	735	673	443	224	98	37	14
2020.2/4	성북구	성북동	외국인	542	10	20	22	23	49	49	70	56	43	56	54	39	31	8	2	7	1	2	-	-	-
2020.2/4	성북구	삼선동	계	24,564	500	738	867	1,187	2,239	2,388	1,819	1,699	1,682	2,179	2,018	1,752	1,592	1,091	1,012	862	562	241	83	18	35
2020.2/4	성북구	삼선동	한국인	24,000	490	731	863	1,154	2,012	2,302	1,759	1,656	1,660	2,165	1,997	1,733	1,587	1,085	1,009	860	560	241	83	18	35
2020.2/4	성북구	삼선동	외국인	564	10	7	4	33	227	86	60	43	22	14	21	19	5	6	3	2	2	-	-	-	-
2020.2/4	성북구	동선동	계	16,384	257	337	363	698	2,528	2,431	1,523	1,109	968	1,136	1,001	915	858	628	582	516	305	145	50	17	17
2020.2/4	성북구	동선동	한국인	15,673	252	332	361	672	2,167	2,269	1,467	1,089	958	1,123	988	903	852	621	579	511	303	142	50	17	17
2020.2/4	성북구	동선동	외국인	711	5	5	2	26	361	162	56	20	10	13	13	12	6	7	3	5	2	3	-	-	-
2020.2/4	성북구	종암동	계	41,594	1,175	1,677	1,774	2,096	3,541	3,408	2,568	2,969	3,036	3,647	3,352	3,065	2,802	1,851	1,606	1,332	961	459	180	54	41
2020.2/4	성북구	종암동	한국인	40,013	1,159	1,663	1,771	2,034	2,844	2,990	2,426	2,907	2,993	3,610	3,318	3,039	2,784	1,848	1,602	1,330	961	459	180	54	41
2020.2/4	성북구	종암동	외국인	1,581	16	14	3	62	697	418	142	62	43	37	34	26	18	3	4	2	-	-	-	-	-
2020.2/4	성북구	석관동	계	36,735	1,002	1,112	1,037	1,347	2,643	3,065	2,533	2,707	2,391	2,982	2,994	3,173	2,985	2,227	1,759	1,467	850	316	103	26	16
2020.2/4	성북구	석관동	한국인	35,799	973	1,087	1,019	1,332	2,419	2,887	2,424	2,631	2,336	2,942	2,941	3,121	2,950	2,209	1,755	1,466	847	315	103	26	16
2020.2/4	성북구	석관동	외국인	936	29	25	18	15	224	178	109	76	55	40	53	52	35	18	4	1	3	1	-	-	-
2020.2/4	강북구	소계	계	315,395	7,187	9,647	10,162	12,715	20,764	23,595	19,300	21,380	21,797	26,798	26,919	26,973	25,820	19,517	16,318	13,668	7,954	3,168	1,134	333	246
2020.2/4	강북구	소계	한국인	311,773	7,109	9,579	10,127	12,645	20,268	23,053	18,803	21,016	21,519	26,553	26,615	26,642	25,626	19,459	16,283	13,656	7,949	3,164	1,131	332	244
2020.2/4	강북구	소계	외국인	3,622	78	68	35	70	496	542	497	364	278	245	304	331	194	58	35	12	5	4	3	1	2
2020.2/4	강북구	번1동	계	19,684	360	410	468	692	1,525	1,984	1,529	1,460	1,388	1,642	1,606	1,611	1,478	1,089	993	764	441	157	60	19	8
2020.2/4	강북구	번1동	한국인	19,278	349	401	464	683	1,447	1,915	1,476	1,425	1,354	1,622	1,579	1,585	1,459	1,085	986	763	441	157	60	19	8
2020.2/4	강북구	번1동	외국인	3,622	78	68	35	70	496	542	497	364	278	245	304	331	194	58	35	12	5	4	3	1	2
2020.2/4	강북구	번2동	계	16,872	337	425	490	661	1,034	1,148	884	1,065	1,103	1,457	1,393	1,495	1,484	1,179	1,071	901	487	180	57	15	6
2020.2/4	강북구	번2동	한국인	16,740	332	423	486	660	1,024	1,136	863	1,049	1,099	1,436	1,380	1,482	1,481	1,175	1,069	900	487	180	57	15	6
2020.2/4	강북구	번2동	외국인	132	5	2	4	1	10	12	21	16	4	21	13	13	3	4	2	1	-	-	-	-	-
2020.2/4	강북구	번3동	계	17,927	436	594	615	783	1,057	995	800	1,046	1,238	1,527	1,379	1,469	1,430	1,241	1,306	1,204	523	185	73	17	9
2020.2/4	강북구	번3동	한국인	17,850	435	594	615	782	1,049	984	784	1,039	1,230	1,523	1,369	1,465	1,423	1,241	1,306	1,204	523	185	73	17	9
2020.2/4	강북구	번3동	외국인	132	5	2	4	1	10	12	21	16	4	21	13	13	3	4	2	1	-	-	-	-	-
2020.2/4	강북구	수유1동	계	21,622	486	615	601	787	1,368	1,793	1,434	1,465	1,413	1,684	1,826	1,926	1,892	1,375	1,099	909	543	260	84	25	37
2020.2/4	강북구	수유1동	한국인	21,370	483	612	600	784	1,344	1,758	1,394	1,429	1,393	1,671	1,799	1,907	1,870	1,373	1,095	909	543	260	84	25	37
2020.2/4	강북구	수유1동	외국인	252	3	3	1	3	24	35	40	36	20	13	27	19	22	2	4	-	-	-	-	-	-
2020.2/4	강북구	수유2동	계	21,796	499	631	618	864	1,504	1,614	1,231	1,349	1,412	1,793	1,905	1,939	1,827	1,397	1,151	1,013	642	282	98	22	5
2020.2/4	강북구	수유2동	한국인	21,651	495	629	616	863	1,486	1,589	1,215	1,339	1,392	1,781	1,897	1,923	1,822	1,395	1,148	1,013	642	282	97	22	5
2020.2/4	강북구	수유2동	외국인	145	4	2	2	1	18	25	16	10	20	12	8	16	5	2	3	-	-	-	1	-	-
2020.2/4	강북구	수유3동	계	24,053	424	475	456	722	1,875	2,542	1,834	1,752	1,490	1,899	2,125	2,016	1,960	1,401	1,169	1,005	566	234	70	24	14
2020.2/4	강북구	수유3동	한국인	23,665	419	469	455	714	1,812	2,467	1,779	1,716	1,465	1,872	2,093	1,985	1,943	1,397	1,167	1,004	566	234	70	24	14
2020.2/4	강북구	수유3동	외국인	388	5	6	1	8	63	75	55	36	25	27	32	31	17	4	2	1	-	-	-	-	-
2020.2/4	강북구	삼양동	계	25,176	629	764	866	1,193	1,582	1,654	1,426	1,711	1,719	2,156	2,244	2,250	2,149	1,600	1,252	1,003	597	217	102	32	30
2020.2/4	강북구	삼양동	한국인	24,993	626	762	866	1,192	1,561	1,627	1,394	1,681	1,700	2,147	2,233	2,234	2,140	1,598	1,251	1,003	597	217	102	32	30
2020.2/4	강북구	삼양동	외국인	183	3	2	-	1	21	27	32	30	19	9	11	16	9	2	1	-	-	-	-	-	-
2020.2/4	강북구	미아동	계	22,786	363	523	595	816	1,852	2,114	1,594	1,474	1,413	1,802	1,926	2,009	1,941	1,374	1,101	978	579	221	82	19	10
2020.2/4	강북구	미아동	한국인	22,287	354	507	589	808	1,757	2,028	1,519	1,432	1,386	1,775	1,891	1,982	1,913	1,366	1,097	976	577	220	82	19	9
2020.2/4	강북구	미아동	외국인	499	9	16	6	8	95	86	75	42	27	27	35	27	28	8	4	2	2	1	-	-	1
2020.2/4	강북구	송중동	계	31,272	751	892	983	1,177	2,056	2,427	2,108	2,251	2,214	2,622	2,630	2,721	2,538	1,982	1,517	1,284	690	279	87	33	30
2020.2/4	강북구	송중동	한국인	30,673	732	882	974	1,154	1,957	2,345	2,048	2,204	2,171	2,586	2,579	2,655	2,504	1,968	1,513	1,284	690	278	87	33	29
2020.2/4	강북구	송중동	외국인	599	19	10	9	23	99	82	60	47	43	36	51	66	34	14	4	-	-	1	-	-	1
2020.2/4	강북구	송천동	계	28,299	528	675	723	1,016	1,714	2,135	1,658	1,810	1,805	2,327	2,536	2,721	2,653	1,907	1,564	1,305	754	307	103	34	24
2020.2/4	강북구	송천동	한국인	27,844	519	668	720	1,007	1,672	2,067	1,615	1,774	1,771	2,290	2,489	2,646	2,624	1,900	1,561	1,301	752	307	103	34	24
2020.2/4	강북구	송천동	외국인	455	9	7	3	9	42	68	43	36	34	37	47	75	29	7	3	4	2	-	-	-	-
2020.2/4	강북구	삼각산동	계	32,546	1,148	1,992	2,034	2,046	1,943	1,516	1,562	2,441	3,085	3,664	2,786	2,174	1,879	1,390	1,130	865	551	219	77	19	25
2020.2/4	강북구	삼각산동	한국인	32,419	1,145	1,989	2,032	2,045	1,938	1,509	1,538	2,418	3,070	3,653	2,778	2,163	1,872	1,386	1,128	864	551	219	77	19	25
2020.2/4	강북구	삼각산동	외국인	127	3	3	2	1	5	7	24	23	15	11	8	11	7	4	2	1	-	-	-	-	-
2020.2/4	강북구	우이동	계	21,210	512	644	691	750	1,332	1,378	1,285	1,408	1,426	1,684	1,814	1,812	1,809	1,427	1,162	1,009	654	250	98	34	31
2020.2/4	강북구	우이동	한국인	21,068	511	640	691	748	1,322	1,362	1,258	1,388	1,412	1,673	1,798	1,804	1,805	1,423	1,160	1,009	653	249	97	34	31
2020.2/4	강북구	우이동	외국인	142	1	4	-	2	10	16	27	20	14	11	16	8	4	4	2	-	1	1	1	-	-
2020.2/4	강북구	인수동	계	32,152	714	1,007	1,022	1,208	1,922	2,295	1,955	2,148	2,091	2,541	2,749	2,830	2,780	2,155	1,803	1,428	927	377	143	40	17
2020.2/4	강북구	인수동	한국인	31,935	709	1,003	1,019	1,205	1,899	2,266	1,920	2,122	2,076	2,524	2,730	2,811	2,770	2,152	1,802	1,426	927	376	142	39	17
2020.2/4	강북구	인수동	외국인	217	5	4	3	3	23	29	35	26	15	17	19	19	10	3	1	2	-	1	1	1	-
2020.2/4	도봉구	소계	계	331,744	8,516	11,298	11,788	14,799	21,397	23,595	19,875	22,860	22,243	27,831	29,033	29,074	28,651	20,177	15,282	12,260	7,704	3,560	1,316	313	172
2020.2/4	도봉구	소계	한국인	329,560	8,457	11,265	11,761	14,764	21,142	23,261	19,521	22,603	22,075	27,644	28,855	28,917	28,563	20,145	15,270	12,257	7,701	3,559	1,315	313	172
2020.2/4	도봉구	소계	외국인	2,184	59	33	27	35	255	334	354	257	168	187	178	157	88	32	12	3	3	1	1	-	-
2020.2/4	도봉구	쌍문1동	계	22,225	539	720	702	1,001	1,572	1,640	1,277	1,433	1,488	1,869	1,891	1,855	1,895	1,367	1,103	951	562	233	91	18	18
2020.2/4	도봉구	쌍문1동	한국인	22,003	537	717	701	998	1,516	1,595	1,246	1,413	1,470	1,857	1,876	1,848	1,888	1,366	1,102	951	562	233	91	18	18
2020.2/4	도봉구	쌍문1동	외국인	222	2	3	1	3	56	45	31	20	18	12	15	7	7	1	1	-	-	-	-	-	-
2020.2/4	도봉구	쌍문2동	계	19,773	522	593	602	877	1,194	1,474	1,267	1,476	1,355	1,529	1,711	1,661	1,750	1,257	918	737	474	247	85	28	16
2020.2/4	도봉구	쌍문2동	한국인	19,584	518	592	601	875	1,171	1,430	1,232	1,457	1,338	1,524	1,692	1,653	1,743	1,255	918	736	473	247	85	28	16
2020.2/4	도봉구	쌍문2동	외국인	189	4	1	1	2	23	44	35	19	17	5	19	8	7	2	-	1	1	-	-	-	-
2020.2/4	도봉구	쌍문3동	계	17,118	395	477	442	608	1,155	1,471	1,209	1,254	1,163	1,348	1,405	1,479	1,388	1,043	883	735	400	179	58	18	8
2020.2/4	도봉구	쌍문3동	한국인	16,958	391	477	439	605	1,136	1,449	1,183	1,241	1,152	1,329	1,393	1,463	1,380	1,040	882	735	400	179	58	18	8
2020.2/4	도봉구	쌍문3동	외국인	160	4	-	3	3	19	22	26	13	11	19	12	16	8	3	1	-	-	-	-	-	-
2020.2/4	도봉구	쌍문4동	계	19,575	488	808	958	1,137	1,307	1,317	1,094	1,325	1,332	1,764	1,767	1,733	1,668	1,045	645	533	368	180	88	14	4
2020.2/4	도봉구	쌍문4동	한국인	19,541	487	808	957	1,137	1,305	1,308	1,089	1,323	1,331	1,760	1,765	1,730	1,665	1,044	645	533	368	180	88	14	4
2020.2/4	도봉구	쌍문4동	외국인	34	1	-	1	-	2	9	5	2	1	4	2	3	3	1	-	-	-	-	-	-	-
2020.2/4	도봉구	방학1동	계	29,675	653	978	1,046	1,261	1,980	2,142	1,647	1,882	1,949	2,413	2,759	2,791	2,679	1,867	1,444	1,141	616	274	106	36	11
2020.2/4	도봉구	방학1동	한국인	29,393	647	977	1,044	1,253	1,923	2,100	1,606	1,849	1,935	2,396	2,737	2,774	2,666	1,861	1,442	1,140	616	274	106	36	11
2020.2/4	도봉구	방학1동	외국인	282	6	1	2	8	57	42	41	33	14	17	22	17	13	6	2	1	-	-	-	-	-
2020.2/4	도봉구	방학2동	계	20,835	406	625	610	913	1,388	1,429	1,109	1,268	1,316	1,767	2,000	1,900	1,924	1,387	1,048	885	516	215	91	20	18
2020.2/4	도봉구	방학2동	한국인	20,642	401	621	607	912	1,373	1,405	1,095	1,256	1,296	1,734	1,970	1,882	1,912	1,386	1,047	885	516	215	91	20	18
2020.2/4	도봉구	방학2동	외국인	193	5	4	3	1	15	24	14	12	20	33	30	18	12	1	1	-	-	-	-	-	-
2020.2/4	도봉구	방학3동	계	28,328	811	1,250	1,360	1,467	1,747	1,767	1,526	1,791	1,862	2,496	2,397	2,576	2,594	1,679	1,054	829	599	357	135	21	10
2020.2/4	도봉구	방학3동	한국인	28,256	808	1,249	1,360	1,466	1,740	1,758	1,512	1,779	1,855	2,489	2,391	2,573	2,593	1,678	1,054	829	599	357	135	21	10
2020.2/4	도봉구	방학3동	외국인	72	3	1	-	1	7	9	14	12	7	7	6	3	1	1	-	-	-	-	-	-	-
2020.2/4	도봉구	창1동	계	25,847	652	981	1,057	1,211	1,684	1,758	1,656	1,900	1,898	2,369	2,236	2,028	2,043	1,410	1,077	915	571	281	90	22	8
2020.2/4	도봉구	창1동	한국인	25,686	647	978	1,055	1,209	1,672	1,735	1,637	1,877	1,885	2,353	2,222	2,017	2,034	1,404	1,076	915	570	280	90	22	8
2020.2/4	도봉구	창1동	외국인	161	5	3	2	2	12	23	19	23	13	16	14	11	9	6	1	-	1	1	-	-	-
2020.2/4	도봉구	창2동	계	30,265	916	1,042	1,040	1,332	1,947	2,282	2,062	2,332	2,130	2,593	2,672	2,581	2,371	1,668	1,278	1,007	639	277	76	18	2
2020.2/4	도봉구	창2동	한국인	29,988	898	1,033	1,033	1,327	1,932	2,246	2,010	2,300	2,104	2,574	2,648	2,555	2,366	1,665	1,278	1,007	639	277	76	18	2
2020.2/4	도봉구	창2동	외국인	277	18	9	7	5	15	36	52	32	26	19	24	26	5	3	-	-	-	-	-	-	-
2020.2/4	도봉구	창3동	계	14,594	377	472	501	613	907	995	793	994	965	1,250	1,353	1,336	1,172	912	747	623	366	148	46	14	10
2020.2/4	도봉구	창3동	한국인	14,492	373	470	501	612	900	982	779	981	956	1,241	1,344	1,324	1,167	909	746	623	366	148	46	14	10
2020.2/4	도봉구	창3동	외국인	102	4	2	-	1	7	13	14	13	9	9	9	12	5	3	1	-	-	-	-	-	-
2020.2/4	도봉구	창4동	계	27,632	787	1,078	1,245	1,479	1,956	1,907	1,570	1,936	1,981	2,554	2,575	2,405	2,145	1,253	970	769	554	321	107	29	11
2020.2/4	도봉구	창4동	한국인	27,540	786	1,074	1,242	1,477	1,950	1,892	1,547	1,919	1,975	2,549	2,573	2,402	2,144	1,252	967	769	554	321	107	29	11
2020.2/4	도봉구	창4동	외국인	92	1	4	3	2	6	15	23	17	6	5	2	3	1	1	3	-	-	-	-	-	-
2020.2/4	도봉구	창5동	계	25,521	727	876	871	1,185	1,747	2,013	1,763	1,891	1,627	2,056	2,245	2,263	2,121	1,448	997	765	549	237	105	23	12
2020.2/4	도봉구	창5동	한국인	25,399	726	876	870	1,184	1,728	1,996	1,727	1,877	1,619	2,045	2,241	2,256	2,119	1,448	996	765	549	237	105	23	12
2020.2/4	도봉구	창5동	외국인	122	1	-	1	1	19	17	36	14	8	11	4	7	2	-	1	-	-	-	-	-	-
2020.2/4	도봉구	도봉1동	계	21,969	396	527	531	734	1,211	1,500	1,185	1,302	1,305	1,755	1,843	2,030	2,110	1,760	1,494	1,169	705	279	88	28	17
2020.2/4	도봉구	도봉1동	한국인	21,817	391	526	530	731	1,205	1,478	1,155	1,278	1,297	1,740	1,834	2,017	2,100	1,757	1,494	1,168	704	279	88	28	17
2020.2/4	도봉구	도봉1동	외국인	152	5	1	1	3	6	22	30	24	8	15	9	13	10	3	-	1	1	-	-	-	-
2020.2/4	도봉구	도봉2동	계	28,387	847	871	823	981	1,602	1,900	1,717	2,076	1,872	2,068	2,179	2,436	2,791	2,081	1,624	1,201	785	332	150	24	27
2020.2/4	도봉구	도봉2동	한국인	28,261	847	867	821	978	1,591	1,887	1,703	2,053	1,862	2,053	2,169	2,423	2,786	2,080	1,623	1,201	785	332	149	24	27
2020.2/4	도봉구	도봉2동	외국인	126	-	4	2	3	11	13	14	23	10	15	10	13	5	1	1	-	-	-	1	-	-
2020.2/4	노원구	소계	계	533,041	14,575	20,366	24,383	30,663	39,613	36,152	31,112	36,149	38,934	49,738	46,684	42,127	38,909	27,743	20,703	16,519	10,727	5,274	1,903	494	273
2020.2/4	노원구	소계	한국인	528,887	14,495	20,308	24,355	30,490	38,463	35,441	30,626	35,781	38,679	49,523	46,453	41,916	38,798	27,698	20,688	16,508	10,724	5,273	1,902	494	272
2020.2/4	노원구	소계	외국인	4,154	80	58	28	173	1,150	711	486	368	255	215	231	211	111	45	15	11	3	1	1	-	1
2020.2/4	노원구	월계1동	계	23,589	580	735	793	1,037	2,332	1,962	1,426	1,536	1,696	1,858	1,833	1,848	1,747	1,389	1,138	842	498	214	92	18	15
2020.2/4	노원구	월계1동	한국인	22,950	566	727	791	1,020	2,067	1,819	1,358	1,504	1,671	1,840	1,822	1,825	1,737	1,386	1,138	842	498	214	92	18	15
2020.2/4	노원구	월계1동	외국인	639	14	8	2	17	265	143	68	32	25	18	11	23	10	3	-	-	-	-	-	-	-
2020.2/4	노원구	월계2동	계	28,026	857	1,010	977	1,286	1,731	1,595	1,474	2,007	2,103	2,350	2,357	2,302	2,417	1,961	1,367	1,092	607	370	108	39	16
2020.2/4	노원구	월계2동	한국인	27,877	853	1,009	974	1,285	1,716	1,581	1,457	1,982	2,091	2,335	2,338	2,286	2,413	1,959	1,367	1,091	607	370	108	39	16
2020.2/4	노원구	월계2동	외국인	149	4	1	3	1	15	14	17	25	12	15	19	16	4	2	-	1	-	-	-	-	-
2020.2/4	노원구	월계3동	계	31,229	1,131	1,269	1,064	1,184	1,743	1,951	2,173	2,699	2,334	2,443	2,423	2,488	2,574	1,940	1,462	1,135	733	326	124	18	15
2020.2/4	노원구	월계3동	한국인	31,032	1,113	1,262	1,063	1,180	1,737	1,925	2,134	2,671	2,321	2,430	2,406	2,474	2,569	1,936	1,461	1,134	733	326	124	18	15
2020.2/4	노원구	월계3동	외국인	197	18	7	1	4	6	26	39	28	13	13	17	14	5	4	1	1	-	-	-	-	-
2020.2/4	노원구	공릉2동	계	40,652	1,233	1,782	2,080	2,575	3,948	3,075	2,525	2,882	3,105	3,689	3,257	2,873	2,570	1,748	1,278	959	624	292	116	27	14
2020.2/4	노원구	공릉2동	한국인	40,015	1,225	1,777	2,078	2,510	3,697	2,960	2,457	2,842	3,076	3,677	3,241	2,862	2,562	1,745	1,276	958	623	292	116	27	14
2020.2/4	노원구	공릉2동	외국인	637	8	5	2	65	251	115	68	40	29	12	16	11	8	3	2	1	1	-	-	-	-
2020.2/4	노원구	하계1동	계	28,459	529	728	1,305	2,077	3,076	2,159	1,465	1,385	1,662	2,742	2,639	2,373	2,082	1,374	1,008	813	597	308	105	26	6
2020.2/4	노원구	하계1동	한국인	27,907	527	724	1,303	2,042	2,791	2,042	1,434	1,355	1,646	2,730	2,631	2,371	2,078	1,372	1,007	812	597	308	105	26	6
2020.2/4	노원구	하계1동	외국인	552	2	4	2	35	285	117	31	30	16	12	8	2	4	2	1	1	-	-	-	-	-
2020.2/4	노원구	하계2동	계	23,061	581	1,020	1,392	1,503	1,691	1,514	1,245	1,390	1,830	2,348	2,098	1,904	1,493	938	755	589	446	228	70	22	4
2020.2/4	노원구	하계2동	한국인	23,002	581	1,020	1,391	1,502	1,688	1,507	1,236	1,382	1,825	2,342	2,089	1,899	1,492	937	752	589	446	228	70	22	4
2020.2/4	노원구	하계2동	외국인	59	-	-	1	1	3	7	9	8	5	6	9	5	1	1	3	-	-	-	-	-	-
2020.2/4	노원구	중계본동	계	25,452	419	1,234	2,107	2,412	1,944	1,433	843	1,159	2,040	3,196	2,632	2,000	1,460	815	622	496	372	167	62	25	14
2020.2/4	노원구	중계본동	한국인	25,387	419	1,233	2,107	2,412	1,939	1,426	836	1,150	2,032	3,188	2,625	1,993	1,456	813	622	496	372	167	62	25	14
2020.2/4	노원구	중계본동	외국인	65	-	1	-	-	5	7	7	9	8	8	7	7	4	2	-	-	-	-	-	-	-
2020.2/4	노원구	중계1동	계	27,764	420	1,613	2,921	2,912	1,819	1,220	789	1,299	2,614	4,142	2,756	1,723	1,263	735	522	461	322	160	46	14	13
2020.2/4	노원구	중계1동	한국인	27,671	420	1,611	2,921	2,912	1,806	1,194	772	1,289	2,607	4,136	2,751	1,721	1,262	732	521	461	322	160	46	14	13
2020.2/4	노원구	중계1동	외국인	93	-	2	-	-	13	26	17	10	7	6	5	2	1	3	1	-	-	-	-	-	-
2020.2/4	노원구	중계4동	계	21,006	462	766	1,022	1,397	1,481	1,173	885	1,171	1,486	2,152	2,004	1,647	1,462	1,151	1,054	827	498	246	89	20	13
2020.2/4	노원구	중계4동	한국인	20,945	461	762	1,019	1,397	1,473	1,168	877	1,166	1,479	2,147	2,000	1,643	1,460	1,148	1,053	826	498	246	89	20	13
2020.2/4	노원구	중계4동	외국인	61	1	4	3	-	8	5	8	5	7	5	4	4	2	3	1	1	-	-	-	-	-
2020.2/4	노원구	상계1동	계	39,762	1,117	1,395	1,505	1,943	2,733	2,763	2,368	2,716	2,563	3,320	3,582	3,576	3,495	2,322	1,587	1,302	838	380	158	51	48
