SC_NO,행정동코드,행정동,SCHUL_NM,ADRES,TELNO,OLD_ZIP,latitude,longitude,geometry
3860,1162057500,행운동,서울봉천초등학교병설유치원,서울특별시 관악구 행운 1라길 17,02-874-7406,151-809,37.4830530009149,126.95787900000204,POINT (126.957879000002 37.4830530009149)
3435,1141055500,북아현동,서울북성유치원,서울특별시 서대문구 북아현로5나길 86-10,02-365-2061,120-190,37.55948400091121,126.95125800000517,POINT (126.9512580000052 37.55948400091121)
3527,1120055000,사근동,서울사근초등학교병설유치원,서울특별시 성동구 사근동 11길 16,02-2296-9546,133-817,37.56299500091125,127.04772600000473,POINT (127.0477260000047 37.56299500091125)
3609,1129055500,삼선동,서울삼선초등학교병설유치원,서울특별시 성북구 보문로29길 106,02-745-7116,136-043,37.58618700091519,127.0125230000024,POINT (127.0125230000024 37.58618700091519)
3836,1162073500,대학동,서울삼성초등학교병설유치원,서울특별시 관악구 대학7길 52,02-877-9139,151-019,37.467828000907126,126.94096400000123,POINT (126.9409640000012 37.46782800090713)
3895,1135070000,상계8동,서울상경초등학교병설유치원,서울특별시 노원구 수락산로 237,02-939-3709,139-208,37.67031100091468,127.05137799999638,POINT (127.0513779999964 37.67031100091468)
4575,1135064000,상계2동,서울상계초등학교병설유치원,서울특별시 노원구 상계동 402-1,02-933-6888,139-200,37.65914600090937,127.06593599999539,POINT (127.0659359999954 37.65914600090937)
3297,1135072000,상계10동,서울상곡초등학교병설유치원,서울특별시 노원로 38길 34,02-934-2715,139-210,37.66279600091605,127.06258099999731,POINT (127.0625809999973 37.66279600091605)
3686,1111069000,창신제3동,서울명신초등학교병설유치원,서울특별시 종로구 낙산길 250,02-744-4633,110-543,37.58127900091307,127.01385599999738,POINT (127.0138559999974 37.58127900091307)
4526,1159056000,상도제4동,서울상도유치원,서울특별시 동작구 성대로21길 (상도동) 62(상도4동 238-2),070-7215-2038,156-840,37.49981000091404,126.937357000004,POINT (126.937357000004 37.49981000091404)
2959,1153076000,개봉제3동,서울개봉초등학교병설유치원,서울특별시 구로구 개봉로 16길 30-11,02-2616-8755,152-093,37.48974700091026,126.8583560000035,POINT (126.8583560000035 37.48974700091026)
2707,1171057000,오금동,서울거여초등학교병설유치원,서울특별시 송파구 마천로25길 18,02-400-9451,138-858,37.50479200090739,127.14109699999801,POINT (127.141096999998 37.50479200090739)
3958,1120065000,성수1가제1동,서울경동유치원,서울특별시 성동구 성수일로 34,02-000-0000,133-819,37.54341800091255,127.05026099999766,POINT (127.0502609999977 37.54341800091255)
3852,1120067000,성수2가제1동,서울경수초등학교병설유치원,서울특별시 성동구 뚝섬로13길 22,02-498-5125,133-121,37.54018400091184,127.05816600000344,POINT (127.0581660000034 37.54018400091184)
2826,1147055000,목5동,서울경인유치원,서울특별시 양천구 안양천로1009,02-2646-4906,158-056,37.53293000091,126.88631199999686,POINT (126.8863119999969 37.53293000091)
4579,1120065000,성수1가제1동,서울경일초등학교병설유치원,서울특별시 성동구 성수동1가 656-32,02-499-5225,133-110,37.54040100091208,127.04702899999783,POINT (127.0470289999978 37.54040100091208)
2960,1153072000,고척제1동,서울고척초등학교병설유치원,서울특별시 구로구 경서로 31,02-2612-8307,152-828,37.5008170009083,126.85700000000541,POINT (126.8570000000054 37.5008170009083)
3432,1144056500,공덕동,서울공덕초등학교병설유치원,서울특별시 마포구 만리재옛길 13,02-712-5928,121-803,37.545775000913466,126.95380399999551,POINT (126.9538039999955 37.54577500091347)
3858,1150062000,공항동,서울공진초등학교병설유치원,서울특별시 강서구 마곡동 749-2(마곡서로33),02-2223-2392,157-210,37.55780400091033,126.82275300000516,POINT (126.8227530000052 37.55780400091033)
2827,1150062000,공항동,서울공항초등학교병설유치원,서울특별시 강서구 공항대로 91,02-2661-4560,157-811,37.562286000916444,126.81868699999893,POINT (126.8186869999989 37.56228600091644)
4577,1114061500,신당동,서울광희초등학교병설유치원,서울특별시 중구 신당동 254-16,02-2238-8455,100-450,37.56741200091571,127.01496699999947,POINT (127.0149669999995 37.56741200091571)
4502,1153054000,구로제3동,서울구로남초등학교병설유치원,서울특별시 구로구 디지털로27길 (구로동) 76,02-859-0591,152-848,37.48491000090703,126.89064300000322,POINT (126.8906430000032 37.48491000090703)
3526,1121571000,화양동,서울구의초등학교병설유치원,서울특별시 광진구 광나루로30길 49,02-453-2123,143-140,37.542951000908225,127.0799939999968,POINT (127.0799939999968 37.54295100090823)
2961,1154569000,시흥제3동,서울국악유치원,서울특별시 금천구 시흥동 산24-17,02-896-2093,153-030,37.4458800009141,126.90647700000197,POINT (126.906477000002 37.4458800009141)
3940,1123065000,장안제1동,서울군자초등학교병설유치원,서울특별시 동대문구 한천로6길 21,02-2247-0944,130-837,37.56438400091037,127.06133700000069,POINT (127.0613370000007 37.56438400091037)
4574,1154567000,시흥제1동,서울금나래초등학교병설유치원,서울특별시 금천구 독산동 441-28,02-807-9995,153-010,37.45817400091011,126.89627199999566,POINT (126.8962719999957 37.45817400091011)
3433,1141052000,천연동,서울금화초등학교병설유치원,서울특별시 서대문구 통일로 165,02-364-1446,120-040,37.56833600091302,126.96297399999438,POINT (126.9629739999944 37.56833600091302)
2709,1174068500,길동,서울길동초등학교병설유치원,서울특별시 강동구 양재대로116길 69,02-474-3956,134-011,37.53836300091473,127.14459299999605,POINT (127.144592999996 37.53836300091473)
3607,1129066000,길음제1동,서울길음유치원,서울특별시 성북구 길음로 142,02-918-9931,136-807,37.61374400091259,127.01724500000093,POINT (127.0172450000009 37.61374400091259)
3166,1162077500,난곡동,서울난곡초등학교병설유치원,서울특별시 관악구 난곡로 35길 80-33,02-855-1491,151-881,37.46924900090993,126.91582500000035,POINT (126.9158250000004 37.46924900090993)
4512,1159064000,사당제3동,서울남성초등학교병설유치원,서울특별시 동작구 사당로23길 (사당동) 57-14,02-595-5471,156-820,37.48435500091295,126.97590699999716,POINT (126.9759069999972 37.48435500091295)
2962,1153053000,구로제2동,서울남유치원,서울특별시 구로구 구로2동 708-24,02-865-0137,152-052,37.488016000906924,126.88176600000382,POINT (126.8817660000038 37.48801600090692)
3684,1117056000,원효로제1동,서울남정초등학교병설유치원,서울특별시 용산구 원효로64길 17-10,02-3273-6510,140-905,37.53608800091606,126.96501599999492,POINT (126.9650159999949 37.53608800091606)
4505,1171055000,마천2동,서울남천초등학교병설유치원,서울특별시 송파구 성내천로 (마천동) 22,02-3401-0651,138-818,37.50118300091232,127.1504910000053,POINT (127.1504910000053 37.50118300091232)
2828,1150061500,우장산동,서울내발산초등학교병설유치원,서울특별시 강서구 강서로46길 23,02-3662-7670,157-282,37.55124800091341,126.83770400000138,POINT (126.8377040000014 37.55124800091341)
2708,1174053000,명일제1동,서울고명초등학교병설유치원,서울특별시 강동구 고덕로46길 53,02-3428-5114,134-070,37.55303900091248,127.14680199999702,POINT (127.146801999997 37.55303900091248)
3799,1135059500,공릉1동,서울공릉초등학교병설유치원,서울특별시 노원구 동일로173길 12,02-973-3078,139-808,37.61894400090975,127.0741760000037,POINT (127.0741760000037 37.61894400090975)
3165,1162059500,청룡동,서울관악초등학교병설유치원,서울특별시 관악구 청룡4길 49,02-883-0932,151-842,37.4808200009073,126.94286100000059,POINT (126.9428610000006 37.4808200009073)
4448,1138056000,구산동,서울구현초등학교병설유치원,서울특별시 은평구 갈현로 15길 51,02-357-6215,122-060,37.609524000913574,126.90531999999696,POINT (126.905319999997 37.60952400091357)
3941,1129066000,길음제1동,서울길원초등학교병설유치원,서울특별시 성북구 서경로8길 28-15,02-914-2410,136-110,37.60904600091416,127.01676299999953,POINT (127.0167629999995 37.60904600091416)
4481,1168052100,논현1동,서울논현초등학교병설유치원,서울특별시 강남구 강남대로 120길 33,02-514-6636,135-825,37.508262000910825,127.02621900000504,POINT (127.026219000005 37.50826200091083)
3868,1156061000,양평제1동,서울당중초등학교병설유치원,서울특별시 영등포구 선유로 131,02-000-0000,150-103,37.52631400091394,126.8898380000034,POINT (126.8898380000034 37.52631400091394)
3942,1156071000,대림제2동,서울대동초등학교병설유치원,서울특별시 영등포구 대림로21길 6,02-000-0000,150-907,37.49346100090881,126.90029900000232,POINT (126.9002990000023 37.49346100090881)
2594,1168061000,대치2동,서울대현초등학교병설유치원,서울특별시 강남구 역삼로98길 16,02-501-6408,135-848,37.50379700091014,127.06360000000221,POINT (127.0636000000022 37.50379700091014)
3685,1114052000,소공동,서울덕수초등학교병설유치원,서울특별시 중구 덕수궁길 140,02-720-7275,100-120,37.56857200091509,126.97447200000315,POINT (126.9744720000031 37.56857200091509)
3853,1132052100,도봉제1동,서울도봉초등학교병설유치원,서울특별시 도봉구 도봉로173길 96,02-954-6672,132-010,37.679449000910694,127.03820200000557,POINT (127.0382020000056 37.67944900091069)
2963,1156072000,대림제3동,서울도신초등학교병설유치원,서울특별시 영등포구 도림로53길 32-9,02-849-0803,150-815,37.49884500091326,126.90084199999959,POINT (126.9008419999996 37.49884500091326)
3893,1129057500,동선동,서울돈암초등학교병설유치원,서울특별시 성북구 동소문로13길 38,02-926-2357,136-036,37.59337000091591,127.0127680000029,POINT (127.0127680000029 37.59337000091591)
4548,1120054000,마장동,서울동명초등학교병설유치원,서울특별시 성동구 마장로 (마장동) 29길 2,02-2299-6119,133-814,37.56880800091425,127.03568699999947,POINT (127.0356869999995 37.56880800091425)
3894,1129061000,보문동,서울동신초등학교병설유치원,서울특별시 성북구 지봉로19길 50,02-923-3870,136-083,37.58291700091228,127.01688000000314,POINT (127.0168800000031 37.58291700091228)
3077,1126065500,망우본동,서울동원초등학교병설유치원,서울특별시 중랑구 송림길 114,02-438-3288,131-231,37.60477400091418,127.10497600000556,POINT (127.1049760000056 37.60477400091418)
3291,1135070000,상계8동,서울동일초등학교병설유치원,서울특별시 노원구 한글비석로 566,02-952-7465,139-835,37.66512900090856,127.05457200000188,POINT (127.0545720000019 37.66512900090856)
2964,1154561000,독산제1동,서울두산초등학교병설유치원,서울특별시 금천구 범안로11길 3,02-893-8632,153-011,37.46723500091531,126.89103999999503,POINT (126.891039999995 37.46723500091531)
4543,1150063000,방화제1동,서울마곡유치원,서울특별시 강서구 방화동 241-5(마곡서1로 139-13),02-2666-8071,157-220,37.5692890009098,126.81793100000243,POINT (126.8179310000024 37.5692890009098)
3870,1120054000,마장동,서울마장초등학교병설유치원,서울특별시 성동구 마장로35나길 31,02-2292-1837,133-050,37.568183000915695,127.04190900000539,POINT (127.0419090000054 37.5681830009157)
3434,1144058500,도화동,서울마포초등학교병설유치원,서울특별시 마포구 도화2길 64,02-712-1170,121-040,37.53845600091067,126.94945899999806,POINT (126.9494589999981 37.53845600091067)
3857,1153074000,개봉제1동,서울매봉초등학교병설유치원,서울특별시 구로구 고척로 21길 55,02-2616-1803,152-802,37.504389000913704,126.84450399999685,POINT (126.8445039999968 37.5043890009137)
3289,1135063000,상계1동,서울노일유치원,서울특별시 노원구 동일로231길 24,02-938-9642,139-201,37.672584000915336,127.0539900000031,POINT (127.0539900000031 37.67258400091534)
3076,1123060000,답십리제1동,서울답십리초등학교병설유치원,서울특별시 동대문구 전농로3길 23,02-2248-3152,130-035,37.568787000911584,127.05538400000077,POINT (127.0553840000008 37.56878700091158)
4565,1126066000,망우제3동,서울면북초등학교병설유치원,서울특별시 중랑구 용마공원로5길 (망우동) 32,02-433-3296,131-800,37.59449100091072,127.10344599999702,POINT (127.103445999997 37.59449100091072)
2710,1174057000,암사제1동,서울명일유치원,서울특별시 강동구 암사19길 53,02-428-9075,134-854,37.55341900090812,127.14193100000433,POINT (127.1419310000043 37.55341900090812)
3871,1126063000,묵제2동,서울묵현초등학교병설유치원,서울특별시 중랑구 동일로157길 75,02-977-9105,131-140,37.609118000913575,127.07351600000402,POINT (127.073516000004 37.60911800091358)
3436,1144074000,상암동,서울상암초등학교병설유치원,서울특별시 마포구 월드컵북로 353,02-376-4110,121-270,37.57645800091571,126.89194699999993,POINT (126.8919469999999 37.57645800091571)
3944,1144074000,상암동,서울상지초등학교병설유치원,서울특별시 마포구 월드컵로 42길 30,02-303-9009,121-832,37.57969800091438,126.88201500000083,POINT (126.8820150000008 37.57969800091438)
4538,1126068000,신내1동,서울새솔유치원,서울특별시 중랑구 신내동 242-1,02-3422-1771,131-130,37.6176880009169,127.11000899999941,POINT (127.1100089999994 37.6176880009169)
2597,1165059000,방배본동,서울서래초등학교병설유치원,서울특별시 서초구 방배로 260,02-595-2274,137-829,37.49633200091424,126.98976599999871,POINT (126.9897659999987 37.49633200091424)
3873,1138063200,신사제2동,서울서신초등학교병설유치원,서울특별시 은평구 은평터널로 150,02-3152-1006,122-887,37.59235300091144,126.90746199999985,POINT (126.9074619999999 37.59235300091144)
4507,1147051000,목1동,서울서정초등학교병설유치원,서울특별시 양천구 목동로8길 (목동) 19,02-2648-7003,158-050,37.524017000914064,126.86711100000254,POINT (126.8671110000025 37.52401700091406)
2711,1174070000,둔촌제2동,서울선린초등학교병설유치원,서울특별시 서울특별시 강동구 둔촌2동 91번지,02-477-3192,134-062,37.529489000913834,127.14599600000382,POINT (127.1459960000038 37.52948900091383)
3610,1129052500,성북동,서울성북초등학교병설유치원,서울특별시 성북구 성북로 102-10,02-743-4419,136-823,37.59385300090914,126.99834600000398,POINT (126.998346000004 37.59385300090914)
4541,1144068000,합정동,서울성산초등학교병설유치원,서울특별시 마포구 양화로3길 (합정동) (합정동 427-2),02-338-9900,121-887,37.55327300091312,126.91115700000041,POINT (126.9111570000004 37.55327300091312)
4534,1168070000,세곡동,서울세명초등학교병설유치원,서울특별시 강남구 세곡동 464-9,02-2040-0890,135-190,37.468383000912866,127.09093599999903,POINT (127.090935999999 37.46838300091287)
3437,1138069000,진관동,서울신도초등학교병설유치원,서울특별시 은평구 진관1로 77-23,02-352-2786,122-200,37.633562000914324,126.92183700000041,POINT (126.9218370000004 37.63356200091432)
3834,1153051000,신도림동,서울신미림초등학교병설유치원,서울특별시 구로구 신도림로 26,02-2676-7591,152-887,37.50688800091384,126.87942599999856,POINT (126.8794259999986 37.50688800091384)
3299,1135066500,상계3.4동,서울신상계초등학교병설유치원,서울특별시 노원구 상계로 267,02-3392-0570,139-204,37.667801000908526,127.07570099999434,POINT (127.0757009999943 37.66780100090853)
3837,1162066500,서림동,서울신성초등학교병설유치원,서울특별시 관악구 신림로 114,02-875-2363,151-855,37.471713000908096,126.93714399999554,POINT (126.9371439999955 37.4717130009081)
3168,1162074500,삼성동,서울신우유치원,서울특별시 관악구 호암로 498,02-874-3558,151-863,37.462632000912684,126.9323220000003,POINT (126.9323220000003 37.46263200091268)
3897,1150051000,염창동,서울염경초등학교병설유치원,서울특별시 강서구 양천로69길 49,02-3662-1910,157-859,37.554979000908034,126.87116900000065,POINT (126.8711690000006 37.55497900090803)
2832,1147055000,목5동,서울영도초등학교병설유치원,서울특별시 양천구 목동중앙로 70,02-2643-5978,158-753,37.535782000915006,126.8716060000009,POINT (126.8716060000009 37.53578200091501)
4503,1156056000,당산제2동,서울영동초등학교병설유치원,서울특별시 영등포구 국회대로53길 (영등포동7가) 20,02-2633-7450,150-037,37.5269560009133,126.90748899999669,POINT (126.9074889999967 37.5269560009133)
2967,1156060500,문래동,서울영등포초등학교병설유치원,서울특별시 영등포구 경인로 756,02-2632-9781,150-091,37.51289000090893,126.89866799999643,POINT (126.8986679999964 37.51289000090893)
3898,1156071000,대림제2동,서울영림초등학교병설유치원,서울특별시 영등포구 시흥대로 173길 14,02-834-3181,150-823,37.48736300091059,126.90245700000045,POINT (126.9024570000005 37.48736300091059)
2968,1153054000,구로제3동,서울영서초등학교병설유치원,서울특별시 구로구 도림로 20길 57,02-861-6971,152-847,37.488436000909495,126.89481999999485,POINT (126.8948199999949 37.48843600090949)
2969,1156053500,영등포동,서울영중초등학교병설유치원,서울특별시 영등포구 양산로 185,02-2633-8793,150-037,37.52368700091261,126.9038149999993,POINT (126.9038149999993 37.52368700091261)
3530,1120062000,금호4가동,서울옥수초등학교병설유치원,서울특별시 성동구 금호로1길 25,02-2299-4115,133-808,37.54603300090877,127.0217890000052,POINT (127.0217890000052 37.54603300090877)
3531,1120064500,옥수동,서울옥정초등학교병설유치원,서울특별시 성동구 한림말길 43,02-2294-6317,133-839,37.541818000910915,127.01556399999619,POINT (127.0155639999962 37.54181800091092)
3867,1121581000,광장동,서울양진초등학교병설유치원,서울특별시 광진구 워커힐로 32,02-454-9138,143-210,37.54456900090861,127.09817099999911,POINT (127.0981709999991 37.54456900090861)
3926,1135060000,공릉2동,서울여자대학교부속유치원,서울특별시 노원구 공릉2동 126,02-970-5353,139-242,37.62777500091491,127.09047099999533,POINT (127.0904709999953 37.62777500091491)
3448,1144060000,대흥동,서울용강초등학교병설유치원,서울특별시 마포구 백범로17길 9,02-711-2578,121-809,37.54833400091071,126.94376399999668,POINT (126.9437639999967 37.54833400091071)
4510,1165065100,양재1동,서울우솔초등학교병설유치원,서울특별시 서초구 우면동 554-1,070-4687-6608,137-140,37.45728500090868,127.01915999999488,POINT (127.0191599999949 37.45728500090868)
4265,1114064500,청구동,신일유치원,서울특별시 중구 신당4동 347-298,02-2234-4006,100-826,37.55536800091121,127.01203600000288,POINT (127.0120360000029 37.55536800091121)
4264,1126057500,면목제3.8동,신일유치원,서울특별시 중랑구 면목8동 50-16번지,02-493-7962,131-812,37.58735600091241,127.09544700000424,POINT (127.0954470000042 37.58735600091241)
2841,1147065000,신정4동,신정유치원,서울특별시 양천구 신정4동 967-8,02-2696-3534,158-074,37.52305400091002,126.85322199999509,POINT (126.8532219999951 37.52305400091002)
3305,1132051300,창제3동,신창유치원,서울특별시 도봉구 창3동 443-6,02-992-9503,132-913,37.64131300091428,127.04097099999831,POINT (127.0409709999983 37.64131300091428)
3178,1162065500,신원동,신천유치원,서울특별시 관악구 신림1동 1612-7,02-859-3677,151-011,37.482499000909826,126.92520999999876,POINT (126.9252099999988 37.48249900090983)
2830,1147058000,신월3동,서울신원초등학교병설유치원,서울특별시 양천구 남부순환로58길 32,02-2608-4679,158-830,37.52947500091055,126.82999800000128,POINT (126.8299980000013 37.52947500091055)
4487,1147064000,신정3동,서울신은초등학교병설유치원,서울특별시 양천구 신정이펜2로 (신정동) 30,070-4394-7100,158-070,37.51378300091497,126.83215499999724,POINT (126.8321549999972 37.51378300091497)
3528,1121583000,자양제2동,서울신자초등학교병설유치원,서울특별시 광진구 뚝섬로46길 64,02-452-1556,143-865,37.53009300091415,127.07545700000375,POINT (127.0754570000038 37.53009300091415)
3854,1132051300,창제3동,서울신창초등학교병설유치원,서울특별시 도봉구 덕릉로 60길 93,02-000-0000,132-916,37.63625900091687,127.04215800000351,POINT (127.0421580000035 37.63625900091687)
3687,1117069000,서빙고동,서울서빙고초등학교병설유치원,서울특별시 용산구 서빙고로51길 14,02-796-8867,140-240,37.52144700091252,126.99215399999552,POINT (126.9921539999955 37.52144700091252)
4452,1129081000,석관동,서울석관초등학교병설유치원,서울특별시 성북구 돌곶이로22길 21,02-959-1396,136-150,37.61091100090808,127.05876999999525,POINT (127.0587699999952 37.61091100090808)
2712,1171056600,오륜동,서울세륜초등학교병설유치원,서울특별시 송파구 양재대로 1264,02-403-4170,138-151,37.51831900090876,127.13407499999991,POINT (127.1340749999999 37.51831900090876)
2713,1171068000,잠실3동,서울신천초등학교병설유치원,서울특별시 송파구 올림픽로 215,02-412-5488,138-225,37.51378500090939,127.09537400000197,POINT (127.095374000002 37.51378500090939)
2966,1153074000,개봉제1동,서울아람유치원,서울특별시 구로구 개봉1동 115-10,02-2612-3269,152-091,37.50448700090943,126.846222000002,POINT (126.846222000002 37.50448700090943)
3529,1121583000,자양제2동,서울양남초등학교병설유치원,서울특별시 광진구 뚝섬로64길 71,02-458-9361,143-875,37.530825000912216,127.089635999999,POINT (127.089635999999 37.53082500091222)
2831,1147065000,신정4동,서울양목초등학교병설유치원,서울특별시 양천구 목동로11길 30,02-2604-8297,158-074,37.523712000908404,126.86168500000112,POINT (126.8616850000011 37.5237120009084)
4519,1147052000,목2동,서울양화초등학교병설유치원,서울특별시 양천구 목동중앙북로16가길 (목동) 57,02-2646-1090,158-809,37.54374700090841,126.87443900000025,POINT (126.8744390000003 37.54374700090841)
4509,1168065500,도곡1동,서울언주초등학교병설유치원,서울특별시 강남구 남부순환로363길 (도곡동) 19,02-3462-5685,135-859,37.48656100091107,127.03676800000198,POINT (127.036768000002 37.48656100091107)
3877,1168064000,역삼1동,서울역삼초등학교병설유치원,서울특별시 강남구 강남대로66길 21,02-568-5387,135-081,37.49283600090887,127.0328649999977,POINT (127.0328649999977 37.49283600090887)
3856,1138053000,불광제2동,서울연광초등학교병설유치원,서울특별시 은평구 연서로 35길 37,02-353-5977,122-866,37.623933000908856,126.92404899999552,POINT (126.9240489999955 37.62393300090886)
4501,1138059000,응암제2동,서울연은초등학교병설유치원,서울특별시 은평구 응암동 242-424,02-372-6999,122-010,37.59025200091583,126.9250209999983,POINT (126.9250209999983 37.59025200091583)
3300,1135061100,하계1동,서울연촌초등학교병설유치원,서울특별시 노원구 공릉로58길 36,02-975-2498,139-231,37.635071000912944,127.07281999999589,POINT (127.0728199999959 37.63507100091294)
3438,1144061000,염리동,서울연희유치원,서울특별시 마포구 염리동 23-78번지,02-715-3083,121-090,37.5533370009075,126.94807299999685,POINT (126.9480729999969 37.5533370009075)
2598,1165051000,서초1동,석문유치원,서울특별시 서초구 서초1동 1634-1,02-585-5881,137-071,37.49270900091088,127.02177299999755,POINT (127.0217729999976 37.49270900091088)
3752,1171060000,석촌동,석촌유치원,서울특별시 송파구 석촌동 281-6,02-414-6692,138-190,37.50282400090955,127.10660100000324,POINT (127.1066010000032 37.50282400090955)
4206,1121583000,자양제2동,선경유치원,서울특별시 광진구 자양2동 694-1,02-447-0852,143-875,37.53294200090736,127.08951900000291,POINT (127.0895190000029 37.53294200090736)
4205,1168060000,대치1동,선경유치원,서울특별시 강남구 대치1동 506,02-567-3131,135-836,37.492103000909616,127.06256999999539,POINT (127.0625699999954 37.49210300090962)
4208,1138059000,응암제2동,선덕유치원,서울특별시 은평구 응암2동 224번지,02-383-8749,122-012,37.59623700090973,126.92330400000138,POINT (126.9233040000014 37.59623700090973)
4207,1135061200,하계2동,선덕유치원,서울특별시 노원구 하계2동 273,02-973-1500,139-232,37.6335910009148,127.06792200000326,POINT (127.0679220000033 37.6335910009148)
4210,1121573000,군자동,선미유치원,서울특별시 광진구 군자동 182-2,02-467-1148,143-150,37.55619500091231,127.07300600000467,POINT (127.0730060000047 37.55619500091231)
4209,1150059000,화곡본동,선미유치원,서울특별시 강서구 화곡본동 105-244,02-2606-3341,157-019,37.53931400091604,126.84361499999714,POINT (126.8436149999971 37.53931400091604)
3780,1121573000,군자동,선양유치원,서울특별시 광진구 군자동 127-1,02-466-6193,143-839,37.55426200091309,127.07114000000288,POINT (127.0711400000029 37.55426200091309)
4213,1138055200,갈현제2동,선일유치원,서울특별시 은평구 갈현동 240-1번지,02-355-2049,122-050,37.61968200090849,126.91245400000369,POINT (126.9124540000037 37.61968200090849)
4214,1141064000,홍제제3동,선재유치원,서울특별시 서대문구 홍제3동 6-18번지,02-394-1057,120-093,37.594019000916404,126.95114700000192,POINT (126.9511470000019 37.5940190009164)
4215,1129068500,길음제2동,선정유치원,서울특별시 성북구 길음3동 948,02-981-0047,136-113,37.608077000910356,127.02711600000174,POINT (127.0271160000017 37.60807700091036)
3812,1129066000,길음제1동,선한유치원,서울특별시 성북구 길음1동 547-78,02-919-2226,136-802,37.60396000090972,127.02057800000276,POINT (127.0205780000028 37.60396000090972)
4218,1174068500,길동,선화유치원,서울특별시 강동구 길동 산1-1,02-471-1327,134-010,37.544400000909036,127.14703600000513,POINT (127.1470360000051 37.54440000090904)
4217,1121578000,능동,선화유치원,서울특별시 광진구 능동 25,02-2204-1141,143-180,37.55036000091421,127.08730400000145,POINT (127.0873040000015 37.55036000091421)
4216,1150054000,화곡제1동,선화유치원,서울특별시 강서구 화곡7동 373-21,02-2603-1412,157-017,37.534775000912774,126.83742799999804,POINT (126.837427999998 37.53477500091277)
3302,1132068100,쌍문제4동,선희유치원,서울특별시 도봉구 쌍문4동 59번지,02-906-1591,132-034,37.65703000091314,127.03144200000396,POINT (127.031442000004 37.65703000091314)
4220,1144063000,신수동,성결유치원,서울특별시 마포구 신수동 200-1번지,02-717-1687,121-110,37.546294000911054,126.93730899999515,POINT (126.9373089999952 37.54629400091105)
4219,1168053100,논현2동,성결유치원,서울특별시 강남구 논현동 225-2,02-548-9754,135-010,37.51146200091031,127.03523700000143,POINT (127.0352370000014 37.51146200091031)
3963,1138055200,갈현제2동,성균관유치원,서울특별시 은평구 갈현동 110-2,02-356-5373,122-050,37.618236000911686,126.91690400000078,POINT (126.9169040000008 37.61823600091169)
2971,1154568000,시흥제2동,서울탑동유치원,서울특별시 금천구 탑골로 47-3,02-894-6056,153-842,37.4525160009077,126.91482299999761,POINT (126.9148229999976 37.4525160009077)
3765,1120079000,용답동,성답유치원,서울특별시 성동구 용답동 19-10,02-2245-6347,133-847,37.562110000916014,127.05522999999634,POINT (127.0552299999963 37.56211000091601)
4221,1162066500,서림동,성도유치원,서울특별시 관악구 신림2동 98-344,02-886-4114,151-012,37.474480000912834,126.94018000000175,POINT (126.9401800000017 37.47448000091283)
4223,1159054000,상도제2동,성모유치원,서울특별시 동작구 상도2동 204-89,02-823-6878,156-032,37.50152700090908,126.93992300000139,POINT (126.9399230000014 37.50152700090908)
4222,1156069000,신길제7동,성모유치원,서울특별시 영등포구 신길7동 890,02-842-2903,150-057,37.50521200090898,126.9210050000052,POINT (126.9210050000052 37.50521200090898)
4224,1156067000,신길제5동,성미유치원,서울특별시 영등포구 신길5동 253-242,02-849-7306,150-841,37.501579000911185,126.90900100000106,POINT (126.9090010000011 37.50157900091119)
4225,1156063000,신길제1동,성민유치원,서울특별시 영등포구 신길1동 147-43,02-833-6634,150-051,37.50791000091436,126.91556000000544,POINT (126.9155600000054 37.50791000091436)
3770,1174056000,고덕제2동,성보나유치원,서울특별시 강동구 고덕동 177-8,02-427-1123,134-080,37.55968700091378,127.16917100000477,POINT (127.1691710000048 37.55968700091378)
2835,1147054000,목4동,성보유치원,서울특별시 양천구 목4동 741-11,02-2643-7032,158-054,37.53966500091234,126.86781300000158,POINT (126.8678130000016 37.53966500091234)
3962,1144072000,성산제1동,성산새싹유치원,서울특별시 마포구 성산1동 254-9,02-324-7337,121-847,37.559121000913215,126.90823099999473,POINT (126.9082309999947 37.55912100091322)
4226,1121582000,자양제1동,성산유치원,서울특별시 광진구 자양1동 658-1,02-455-0581,143-867,37.53290000090961,127.08412299999554,POINT (127.0841229999955 37.53290000090961)
3534,1121584700,자양제4동,성수아름유치원,서울특별시 광진구 노유2동 52-1,02-464-8397,143-844,37.53633300091395,127.06236699999988,POINT (127.0623669999999 37.53633300091395)
4227,1129057500,동선동,성신유치원,서울특별시 성북구 동선동3가 249-1,02-922-7527,136-053,37.59222400090911,127.02118499999752,POINT (127.0211849999975 37.59222400090911)
4230,1130562500,수유2동,성실유치원,서울특별시 강북구 수유2동 205,02-905-8700,142-072,37.6423830009094,127.01879399999926,POINT (127.0187939999993 37.6423830009094)
3445,1141058500,신촌동,신촌유치원,서울특별시 서대문구 창천동 113-10번지,02-324-0671,120-180,37.557334000911204,126.93154899999607,POINT (126.9315489999961 37.5573340009112)
3446,1141058500,신촌동,신현유치원,서울특별시 서대문구 대현동 62-1번지,02-313-6778,120-170,37.55861200091572,126.9475120000003,POINT (126.9475120000003 37.55861200091572)
3083,1126058000,상봉제1동,신화유치원,서울특별시 중랑구 상봉1동 62-1 건영2차아파트내,02-2208-7802,131-221,37.60052400091249,127.09236599999537,POINT (127.0923659999954 37.60052400091249)
